siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region
tcnpne,TURKEY CREEK AT NAPONEE; NEBRASKA,NE,40.07778,-99.14027,,,,,,0,,,,stream,,GP
tcpm,TANK COULEE NEAR POWER; MT,MT,48.03472,-112.3525,,,,,,0,,,,stream,,GP
tcrvne,THOMPSON CREEK AT RIVERTON; NEBRASKA,NE,40.09083,-98.76527,,,,,,0,,,,stream,,GP
tcwy,TIMBER CREEK; WYOMING,WY,44.03333,-109.18333,7950,,,,,0,,,,snotel,,GP
tdne,TUB SPRINGS DIVERSION INTO TRI-STATE CANAL; NEBRASKA,NE,41.93333,-103.68694,,,,,,0,,,,diversion,,GP
tetm,TETON RIVER NEAR DUTTON; MONTANA,MT,47.93028,-111.55195,,,,,,0,,,,stream,,GP
tfmt,JEFFERSON RIVER AT THREE FORKS; MONTANA,MT,45.89778,-111.59583,,,,,,0,,,,stream,,GP
tfom,TETON RIVER BELOW FREEZE OUT RESERVOIR; MT,MT,47.81139,-112.08862,,,,,,0,,,,stream,,GP
tfwy,TIE DOWN FLATS CANAL; WYOMING,WY,43.85944,-108.13278,,,,,,0,,,,canal,,GP
thmw,THUMB DIVIDE; WYOMING,WY,42.63445,-108.97305,7980,,,,,0,,,,snotel,,GP
tibm,TIZER BASIN; MONTANA,MT,46.35,-111.85,6880,,,,,0,,,,snotel,,GP
tiew,TIE CREEK; WYOMING,WY,44.8,-107.4,6870,,,,,0,,,,snotel,,GP
tlbm,TWO LEGGINS BRIDGE NEAR HARDIN; MT,MT,45.64417,-107.6575,,,,,,0,,,,stream,,GP
tmrm,TWO MEDICINE RIVER BELOW SOUTH FORK NR BROWNING; MT,MT,48.42667,-112.98888,,,,,,0,,,,stream,,GP
togy,TOGWOTEE PASS; WYOMING,WY,43.75,-110.08334,9580,,,,,0,,,,snotel,,GP
toms,MOUNTAIN PARK DAM (TOM STEED RESERVOIR); OKLAHOMA,OK,34.73806,-98.98805,,,,,,0,,,,reservoir,OTAO,GP
tomt,MISSOURI RIVER; TOSTON; MONTANA,MT,46.14611,-111.41972,,,,,,0,,,,stream,,GP
topw,TWO OCEAN PLATEAU; WYOMING,WY,44.15,-110.21667,9240,,,,,0,,,,snotel,,GP
tosm,TOSTON MONTANA WEATHER STATION (2WSW); MONTANA,MT,46.12222,-111.49472,4058,,,,,0,,,,agrimet,,GP
towc,TOWER; COLORADO,CO,40.53333,-106.66666,10500,,,,,0,,,,snotel,,GP
tpem,TEPEE CREEK; MONTANA,MT,44.78333,-111.7,8000,,,,,0,,,,snotel,,GP
trcm,TETON RIVER BELOW SOUTH FORK; NEAR CHOTEAU; MONTANA,MT,47.88305,-112.61111,,,,,,0,,,,stream,,GP
trdm,TONGUE RIVER @ TONGUE RIVER DAM NR DECKER; MONTANA,MT,45.14139,-106.77084,,,,,,0,,,,stream,,GP
trfm,TETON RIVER WEATHER STATION NEAR FARMINGTON; MONTANA,MT,47.90056,-112.15972,3854,,,,,0,,,,agrimet,,GP
trgt,TWIN BUTTES DAM; TEXAS,TX,31.37695,-100.53361,,,,,,0,,,,reservoir,OTAO,GP
trlm,TETON RIVER AT LOMA; MONTANA,MT,47.9325,-111.56361,,,,,,0,,,,stream,,GP
trmt,TONGUE RIVER AT STATE LINE; NEAR DECKER; MONTANA,MT,45.00889,-106.83556,,,,,,0,,,,stream,,GP
trne,SWANSON LAKE (TRENTON DAM); NEBRASKA,NE,40.16139,-101.06306,,,,,,0,,,,reservoir,NKAO,GP
tsne,NORTH PLATTE RIVER PASSING TRI-STATE DAM; NEBRASKA,NE,41.98444,-104.03111,,,,,,0,,,,canal,,GP
turq,TURQUOISE LAKE (SUGARLOAF DAM); COLORADO,CO,39.25278,-106.37417,9750,,2/7/2006,,,0,,,,reservoir,ECAO,GP
twiresco,TWIN LAKES RESERVOIR; COLORADO,CO,39.08028,-106.31389,9200,,6/19/2008,,,0,,,,reservoir,ECAO,GP
twitunco,TWIN LAKES TUNNEL; CO,CO,39.08222,-106.54,,,,,,0,,,,diversion,,GP
twnw,TOWNSEND CREEK; WYOMING,WY,42.7,-108.9,8700,,,,,0,,,,snotel,,GP
ubwy,UPPER BLUFF CANAL; WYOMING,WY,43.94194,-108.05056,,,,,,0,,,,canal,,GP
uhwy,UPPER HANOVER CANAL; WYOMING,WY,43.85333,-108.175,,,,,,0,,,,canal,,GP
ulge,MISSOURI RIVER AT ULM; MONTANA,MT,47.435,-111.38528,,,,,,0,,,,stream,,GP
ulmt,ULM MONTANA WEATHER STATION,MT,47.40278,-111.5075,3345,,,,,0,,,,agrimet,,GP
umhm,UPPER MUSSELSHELL WEATHER STATION NR HARLOWTON; MT,MT,46.44722,-109.94,4360,,,,,0,,,,agrimet,,GP
univerco,UNIVERSITY CAMP; COLORADO,CO,40.03333,-105.58334,10360,,,,,0,,,,snotel,,GP
uway,UPPER WIND RIVER; A CANAL; AT HEADWORKS; WYOMING,WY,43.40834,-109.3125,,,,,,0,,,,canal,,GP
vamt,SUN RIVER NEAR VAUGHN; MONTANA,MT,47.52694,-111.48472,,,,,,0,,,,stream,,GP
vimt,MISSOURI RIVER AT VIRGELLE; MONTANA,MT,48.00389,-110.25528,,,,,,0,,,,stream,,GP
vlmt,VALIER MONTANA WEATHER STATION,MT,48.36972,-112.24972,3715,,,,,0,,,,agrimet,,GP
vnmt,BIG DRY CREEK AT VAN NORMAN; MONTANA,MT,47.33333,-106.35,,,,,,0,,,,stream,,GP
waeh,ELK CITY; OKLAHOMA WEATHER STATION,OK,35.41667,-99.41666,1948,,,,,0,,,,weather,,GP
waks,WACONDA LAKE (GLEN ELDER DAM); KANSAS,KS,39.49611,-98.31334,,,,,,0,,,,reservoir,NKAO,GP
walm,WALDRON; MONTANA,MT,47.92417,-112.76527,5600,,,,,0,,,,snotel,,GP
walt,LEFORS; TEXAS WEATHER STATION,TX,35.43333,-100.8,2810,,,,,0,,,,weather,,GP
wasch,WASHITA RIVER NEAR CHEYENNE; OKLAHOMA,OK,35.62639,-99.66805,,,,,,0,,,,stream,,GP
wbks,WEBSTER RESERVOIR NEAR STOCKTON; KANSAS,KS,39.39139,-99.42583,,,,,,0,,,,reservoir,NKAO,GP
wbsy,WEBBER SPRINGS; WYOMING,WY,41.16667,-106.93333,9250,,,,,0,,,,snotel,,GP
wcfm,WILLOW CREEK FEEDER CANAL; MONTANA,MT,47.54445,-112.42777,,,,,,0,,,,canal,,GP
wcne,WINTERS CREEK RESERVOIR (SURFACE ELEV-INFLOW); NE,NE,41.9575,-103.53223,,,,,,0,,,,reservoir,WYAO,GP
wcr,WILLOW CREEK RESERVOIR; 6 MILES NW AUGUSTA; MONTANA,MT,47.54667,-112.42916,,,,,,0,,,,reservoir,MTAO,GP
wddy,WIND RIVER DIVERSION DAM; WYOMING,WY,43.22917,-108.96667,,,,,,0,,,,diversion,,GP
wdwy,WINCHESTER DITCH; WYOMING,WY,43.23167,-109.02556,,,,,,0,,,,canal,,GP
wgwy,WEATHER STATION; GLENDO DAM; WYOMING,WY,42.46889,-104.96555,4780,,,,,0,,,,weather,,GP
whei,WHITE ELEPHANT; IDAHO,ID,44.53333,-111.58334,7710,,,,,0,,,,snotel,,GP
whtm,WHITE MILL; MONTANA,MT,45.05,-109.9,8700,,,,,0,,,,snotel,,GP
whwy,NO. PLATTE RIVER BLW WHALEN DAM NR GUERNSEY; WYOMING,WY,42.24055,-104.62695,,,,,,0,,,,stream,,GP
wilcanco,WILLOW CREEK PUMP CANAL; GRAND COUNTY; COLORADO,CO,40.14417,-105.90278,,,,,,0,,,,canal,,GP
wilcrkr,WILLOW CREEK RESERVOIR; COLORADO (SCADA),CO,40.14778,-105.94139,,,,,,0,,,,reservoir,,GP
wilresco,WILLOW CREEK RESERVOIR; COLORADO,CO,40.14778,-105.94195,,,,,,0,,,,reservoir,ECAO,GP
wilwcrco,WILLOW CREEK BELOW WILLOW CREEK RESERVOIR; CO (WCWC),CO,40.14584,-105.94,,,,,,0,,,,stream,,GP
winbypco,WIND RIVER BYPASS AT EAST PORTAL NR ESTES PARK; CO,CO,40.32722,-105.58139,,,,,,0,,,,stream,,GP
windesco,WIND RIVER NEAR ESTES PARK; CO,CO,40.32722,-105.58194,,,,,,0,,,,stream,,GP
winparco,WINTER PARK; CO (CLIMATOLOGY),CO,39.88889,-105.63028,9058,,,,,0,,,,weather,,GP
wism,BIG HOLE RIVER BELOW BIG LAKE CREEK @ WISDOM; MT,MT,45.61861,-113.45694,,,,,,0,,,,stream,,GP
wldbasco,WILD BASIN; COLORADO,CO,40.20889,-105.56556,8526,,,,,0,,,,snotel,,GP
wllc,WILLOW CREEK PASS; COLORADO,CO,40.33333,-106.1,9540,,,,,0,,,,snotel,,GP
wlvw,WOLVERINE; WYOMING,WY,44.8,-109.65,7650,,,,,0,,,,snotel,,GP
wmne,WEATHER STATION AT MINATARE DAM; NEBRASKA,NE,41.91778,-103.48416,4144,,,,,0,,,,weather,,GP
wndy,WINDY PEAK; WYOMING,WY,42.28333,-105.58334,7900,,,,,0,,,,snotel,,GP
wodm,WOOD CREEK; MONTANA,MT,47.45,-112.81667,5960,,,,,0,,,,snotel,,GP
wpmt,MISSOURI RIVER NEAR WOLF POINT; MONTANA,MT,48.06583,-105.53667,,,,,,0,,,,stream,,GP
wpwy,WEATHER STATION; PATHFINDER DAM; WYOMING,WY,42.47167,-106.85222,5920,,,,,0,,,,weather,,GP
wrbd,WIND RIVER BELOW BOYSEN DAM; WYOMING,WY,43.425,-108.17833,,,,,,0,,,,stream,,GP
wrch,WIND RIVER NEAR CROWHEART; WYOMING,WY,43.2425,-109.00972,,,,,,0,,,,stream,,GP
wrdy,WIND RIVER ABOVE RED CREEK NEAR DUBOIS; WY,WY,43.44167,-109.45805,,,,,,0,,,,stream,,GP
wreh,ERICK; OKLAHOMA,OK,35.21667,-99.86667,2028,,,,,0,,,,weather,,GP
wrky,WIND RIVER NEAR KINNEAR; WYOMING,WY,43.14278,-108.70889,,,,,,0,,,,stream,,GP
wrnd,WIND RIVER NEAR DUBOIS; WYOMING,WY,43.57861,-109.75916,,,,,,0,,,,stream,,GP
wrne,WINTERS CREEK RESERVOIR (OUTFLOW); NEBRASKA,NE,41.95806,-103.50111,,,,,,0,,,,canal,,GP
wrpc,WILLOW PARK; COLORADO,CO,40.43333,-105.73333,10750,,,,,0,,,,snotel,,GP
wrry,WIND RIVER AT RIVERTON; WYOMING,WY,43.01056,-108.37556,,,,,,0,,,,stream,,GP
wrsh,SWEETWATER CREEK NEAR SWEETWATER; OKLAHOMA,OK,35.42222,-99.96889,,,,,,0,,,,stream,,GP
wrsy,WIND RIVER ABOVE BOYSEN NEAR SHOSHONI; WY,WY,43.12861,-108.22444,,,,,,0,,,,stream,,GP
wrwd,WIND RIVER BELOW WYOMING DIVERSION DAM; WYOMING,WY,43.19222,-108.80833,,,,,,0,,,,stream,,GP
wrwt,WHEELER; TEXAS,TX,35.43333,-100.26667,2527,,,,,0,,,,weather,,GP
wskm,WHISKEY CREEK; MONTANA,MT,44.6,-111.15,6800,,,,,0,,,,snotel,,GP
wsne,WET SPOTTED TAIL DIVERSION INTO TRI-STATE CANAL; NE,NE,41.98611,-103.80112,,,,,,0,,,,diversion,,GP
wssm,WHITE SULPHUR SPRINGS WEATHER STATION; MONTANA,MT,46.55333,-110.94667,4969,,,,,0,,,,agrimet,,GP
wswy,WEATHER STATION; SEMINOE DAM; WYOMING,WY,42.15556,-106.91417,6175,,,,,0,,,,weather,,GP
wurditco,WURTZ DITCH NEAR TENNESSEE PASS; COLORADO,CO,39.35416,-106.3525,,,,,,0,,,,canal,,GP
wwwy,WEATHER STATION; WHALEN DAM; WYOMING,WY,42.24805,-104.62778,4300,,,,,0,,,,weather,,GP
wycy,WYOMING CANAL; 1/4 MILE BELOW DIVERSION DAM; WYOMING,WY,43.23167,-108.94833,,,,,,0,,,,canal,,GP
wysm,WEST YELLOWSTONE; MONTANA,MT,44.66667,-111.1,6700,,,,,0,,,,snotel,,GP
youy,YOUNTS PEAK; WYOMING,WY,43.98222,-109.86583,12156,,,,,0,,,,snotel,,GP
yrcm,YELLOWSTONE RIVER AT CORWIN SPRINGS; MONTANA,MT,45.11194,-110.79361,,,,,,0,,,,stream,,GP
yrfm,YELLOWSTONE RIVER AT FORSYTH; MONTANA,MT,46.26611,-106.69,,,,,,0,,,,stream,,GP
yrgm,YELLOWSTONE RIVER AT GLENDIVE; MT,MT,47.1,-104.71667,,,,,,0,,,,stream,,GP
yrlm,YELLOWSTONE RIVER NEAR LIVINGSTON; MONTANA,MT,45.59722,-110.56528,,,,,,0,,,,stream,,GP
zirc,ZIRKEL; COLORADO,CO,40.8,-106.6,9340,,,,,0,,,,snotel,,GP
zurichmt,ZURICH MAIN DIVERSION; MONTANA,MT,48.59889,-109.16611,,,,,,0,,,,canal,,GP
abei,Aberdeen; Idaho Weather Station,ID,42.953333,-112.82667,1341,US/Mountain,3/20/1991,,m,0,agrimet_map,,,agrimet,noaa,PN
acki,INL - Blackfoot;  Idaho  Weather Station,ID,43.18985,-112.3332,1377.696,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
afty,Afton; Wyoming AgriMet Weather Station,WY,42.73333,-110.93583,1892.81,US/Mountain,11/1/1980,,m,0,agrimet_map,,,agrimet,pnro,PN
agko,Agency Lake Ranch; Oregon AgriMet Weather Station,OR,42.56527,-121.9825,1264.92,US/Pacific,5/3/2000,,m,0,agrimet_map,,,agrimet,pnro,PN
ahti,Ashton; Idaho AgriMet Weather Station,ID,44.025,-111.46666,1615.44,US/Mountain,6/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
alpy,Snake River above Reservoir near Alpine; WY,WY,43.19627073,-110.8895682,5684,US/Mountain,00:00.0,13022500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
amf,American Falls Reservoir at American Falls; ID,ID,42.77916,-112.87917,4370,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
amfi,Snake River at Neeley; ID,ID,42.767518,-112.879474,4242,US/Mountain,,13077000,ft,0,Bill_KML,,,stream,usgs/pnro,PN
anvn,DRI - Antelope Valley; Nevada Weather Station,NV,40.093889,-117.168889,1484.6808,US/Pacific,6/11/2011,,m,0,agrimet_map,,,agrimet,dri,PN
arao,Aurora; Oregon AgriMet Weather Station,OR,45.28194,-122.75027,42.67,US/Pacific,10/22/1998,,m,0,agrimet_map,,,agrimet,pnro,PN
bano,Bandon; Oregon AgriMet Weather Station,OR,43.09111,-124.41722,24.38,US/Pacific,5/1/1985,,m,0,agrimet_map,,,agrimet,pnro,PN
bato,Beatty; Oregon AgriMet Weather Station,OR,42.47805,-121.27388,1316.74,US/Pacific,10/19/2004,,m,0,agrimet_map,,,agrimet,pnro,PN
bewo,Bend; Oregon AgriMet Weather Station,OR,44.0475,-121.32027,1103.38,US/Pacific,5/1/2003,,m,0,agrimet_map,,,agrimet,pnro,PN
bfgi,Boise Fairgrounds Weather Station,ID,43.65303,-116.27417,800,US/Mountain,8/15/2013,,m,0,agrimet_map,,,agrimet,pnro,PN
bfti,Snake River near Blackfoot; ID,ID,43.12513846,-112.518792,4400,US/Mountain,00:00.0,13069500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
bkvo,Baker Valley; Oregon Agrimet Weather Station,OR,44.88277,-117.96277,1042.42,US/Pacific,4/1/2001,,m,0,agrimet_map,,,agrimet,pnro,PN
blcu,UCC - Blue Creek; Utah Weather Station,UT,41.962167,-112.491167,1575.816,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
blou,UCC - BearLake; Utah Weather Station,UT,41.933628,-111.420137,1979.9808,US/Mountain,,,ft,0,,,,agrimet,ucc,PN
bndw,Bonneville Dam AgriMet; Washington AgriMet Weather Station,WA,45.64777,-121.93111,24.38,US/Pacific,4/13/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
boii,Boise; Idaho AgriMet Weather Station,ID,43.60027,-116.17694,829.06,US/Mountain,7/26/1995,,m,0,agrimet_map,,,agrimet,pnro,PN
brju,UCC - Beryl Junction; Utah Weather Station,UT,37.7196,-113.7020167,1580.9976,US/Mountain,,,ft,0,,,,agrimet,ucc,PN
brko,Brookings; Oregon AgriMet Weather Station,OR,42.03,-124.24083,24.38,US/Pacific,9/27/1999,,m,0,agrimet_map,,,agrimet,pnro,PN
bucu,UCC - Buckhorn; Utah Weather Station,UT,38.0399,-112.711483,1773.936,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
bvpc,DRI - Bridgeport Valley; Nevada Weather Station,NV,38.223056,-119.252222,1979.676,US/Pacific,7/12/2012,,m,0,agrimet_map,,,agrimet,dri,PN
cdai,Coeur d'Alene Fairgrounds; Idaho Weather Station,ID,47.71797,-116.78418,620,US/Pacific,,,m,0,agrimet_map,,,agrimet,pnro,PN
cedc,Cedarville; California AgriMet Weather Station,CA,41.58527,-120.17138,1402.08,US/Pacific,4/1/1985,,m,0,agrimet_map,,,agrimet,pnro,PN
cedu,UCC - Cedar City; Utah Weather Station,UT,37.67296667,-113.1371667,1685.2392,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
chaw,Chamokane; Washington AgriMet Weather Station,WA,48.03138,-117.73916,594.36,US/Pacific,11/27/2007,,m,0,agrimet_map,,,agrimet,pnro,PN
chvo,Christmas Valley; Oregon AgriMet Weather Station,OR,43.24138,-120.72805,1312.16,US/Pacific,4/1/1985,,m,0,agrimet_map,,,agrimet,pnro,PN
cjdw,Chief Joseph Dam; Washington AgriMet Weather Station,WA,47.99083,-119.63555,301.75,US/Pacific,4/15/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
ckvy,Cokeville; Wyoming AgriMet Weather Station,ID,42.077831,-110.95611,1887,US/Mountain,3/9/2015,,m,0,agrimet_map,,,agrimet,pnro,PN
covm,Corvallis; Montana AgriMet Weather Station,MT,46.33333,-114.08333,1096.37,US/Mountain,4/1/1984,,m,0,agrimet_map,,,agrimet,pnro,PN
crnu,UCC - Corinne; Utah Weather Station,UT,41.51915,-112.17395,1291.7424,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
crsm,Creston; Montana AgriMet Weather Station,MT,48.1875,-114.12777,899.16,US/Mountain,4/1/1988,,m,0,agrimet_map,,,agrimet,pnro,PN
crvo,Corvallis; Oregon AgriMet Weather Station,OR,44.63416,-123.19,70.1,US/Pacific,2/1/1990,,m,0,agrimet_map,,,agrimet,pnro,PN
csdu,Castle Dale; Utah Weather Station,UT,39.220131,-111.07003,1798,US/Mountain,12/1/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
csvu,Castle Valley; Utah AgriMet Weather Station,UT,38.648302,-109.398967,1429,US/Mountain,3/11/2015,,m,0,agrimet_map,,,agrimet,pnro,PN
cvan,DRI - Carson Valley; Nevada Weather Station,NV,38.992778,-119.803889,1425.5496,US/Pacific,8/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN
defo,Dee Flat; Oregon AgriMet Weather Station,OR,45.58638,-121.64055,350.52,US/Pacific,11/1/1988,,m,0,agrimet_map,,,agrimet,pnro,PN
deni,Dworshak - Dent Acres; Idaho AgriMet Weather Station,ID,46.62333,-116.22055,499.87,US/Mountain,4/19/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
drfu,UCC - Drainage Farm; Utah Weather Station,UT,41.76295,-111.87895,1351.788,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
drlm,Deer Lodge; Montana AgriMet Weather Station,MT,46.33555,-112.76666,1426.46,US/Mountain,6/4/1998,,m,0,agrimet_map,,,agrimet,pnro,PN
drpw,Deer Park; Washington Weather Station,WA,47.954642,-117.433522,662.94,US/Pacific,6/25/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
dtro,Detroit Lake; Oregon AgriMet Weather Station,OR,44.73,-122.17916,510.54,US/Pacific,4/19/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
ducu,Duchesne; Utah AgriMet Weather Station,UT,40.18068,-110.36013,1675,US/Mountain,,,m,0,agrimet_map,,,agrimet,pnro,PN
dwni,Downey; Idaho Weather Station,ID,42.43355,-112.12929,1483,US/Mountain,3/27/2015,,m,0,agrimet_map,,,agrimet,pnro,PN
ebri,INL - Material Fuels Complex; Idaho,ID,43.594133,-112.651733,1687.335958,US/Mountain,,,ft,0,,,,agrimet,noaa,PN
echo,Echo; Oregon AgriMet Weather Station,OR,45.71861,-119.31111,231.65,US/Pacific,3/1/1988,,m,0,agrimet_map,,,agrimet,pnro,PN
efhw,Entiat Fish Hatchery; Washington Weather Station,WA,47.69796,-120.32373,315,US/Pacific,9/26/2013,,m,0,agrimet_map,,,agrimet,pnro,PN
elmu,Elmo; Utah Weather Station,UT,39.421265,-110.83798,1744,US/Mountain,12/3/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
eurn,Eureka; Nevada AgriMet Weather Station ,NV,39.68527,-115.97861,1797.41,US/Pacific,6/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
evfu,UCC - Evan's Farm; Utah Weather Station,UT,41.6945,-111.8331667,1382.268,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
evty,Evanston; Wyoming AgriMet Weather Station,WY,41.19713,-111.02937,2080,US/Mountain,3/9/2015,,,0,,,,agrimet,pnro,PN
fafi,Fairfield; Idaho AgriMet Weather Station  ,ID,43.31305,-114.82222,1535.58,US/Mountain,6/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
faln,Fallon; Nevada AgriMet Weather Station,NV,39.4575,-118.77388,1208.53,US/Pacific,4/1/2001,,m,0,agrimet_map,,,agrimet,pnro,PN
flgy,Snake River near Flagg Ranch; WY,WY,44.09914518,-110.667458,0,US/Mountain,00:00.0,13010065,ft,0,Bill_KML,,,stream,usgs/pnro,PN
flou,UCC - Flowell; Utah Weather Station,UT,38.9571,-112.0004,1443.228,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
fogo,Forest Grove; Oregon AgriMet Weather Station,OR,45.55305,-123.08361,54.86,US/Pacific,5/1/1989,,m,0,agrimet_map,,,agrimet,pnro,PN
frnu,Ferron; Utah Weather Station,UT,39.075554,-111.15426,1830,US/Mountain,12/2/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
fthi,Fort Hall; Idaho AgriMet Weather Station ,ID,43.07138,-112.43111,1354.84,US/Mountain,11/15/1992,,m,0,agrimet_map,,,agrimet,pnro,PN
gcdw,Grand Coulee Dam; Washington AgriMet Weather Station,WA,47.94527,-118.95361,402.34,US/Pacific,4/16/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
gdvi,Grand View; Idaho AgriMet Weather Station,ID,42.9125,-116.05611,786.38,US/Mountain,10/1/1992,,m,0,agrimet_map,,,agrimet,pnro,PN
gerw,George; Washington AgriMet Weather Station,WA,47.04388,-119.64222,350.52,US/Pacific,5/1/1986,,m,0,agrimet_map,,,agrimet,pnro,PN
gfri,Glenns Ferry; Idaho AgriMet Weather Station,ID,42.86666,-115.35694,922.02,US/Mountain,11/15/1992,,m,0,agrimet_map,,,agrimet,pnro,PN
golw,Goldendale; Washington AgriMet Weather Station,WA,45.81194,-120.82444,512.06,US/Pacific,10/24/1991,,m,0,agrimet_map,,,agrimet,pnro,PN
grei,Grace; Idaho AgriMet Weather Station,ID,42.51496,-111.73606,1661,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
grey,Greys River above Reservoir near Alpine; WY,WY,43.14296552,-110.9767506,5720,US/Mountain,00:00.0,13023000,ft,0,Bill_KML,,,stream,usgs/pnro,PN
grs,Grassy Lake near Moran; WY,WY,44.12965909,-110.8193888,7135,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
grtu,Grantsville; Utah AgriMet Weather Station,UT,40.530544,-112.756527,1331,US/Mountain,3/10/2015,,m,0,agrimet_map,,,agrimet,pnro,PN
hami,INL - Hamer;  Idaho Weather Station,ID,44.007417,-112.238833,1476.1464,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
heii,Snake River near Heise; ID,ID,43.61239853,-111.6598844,5015,US/Mountain,00:00.0,13037500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
hen,Henrys Lake Dam on Henrys Fork nr. Lake; ID,ID,44.597222,-111.353611,6457,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
heni,Henrys Fork near Lake; ID,ID,44.59521279,-111.3495995,6451,US/Mountain,00:00.0,13039500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
hero,Hermiston; Oregon AgriMet Weather Station,OR,45.82111,-119.52138,167.64,US/Pacific,5/1/1983,,m,0,agrimet_map,,,agrimet,pnro,PN
hntu,Huntington; Utah Weather Station,UT,39.307898,-110.97399,1754,US/Mountain,12/2/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
hoxo,Hood River; Oregon AgriMet Weather Station,OR,45.68444,-121.51805,155.45,US/Pacific,5/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
hrfo,Hereford; Oregon AgriMet Weather Station,OR,44.48805,-118.02,1097.28,US/Pacific,4/28/1998,,m,0,agrimet_map,,,agrimet,pnro,PN
hrhw,Harrah; Washington AgriMet Weather Station,WA,46.38472,-120.57444,259.08,US/Pacific,5/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
hrmo,Hermiston R & E Center; Oregon AgriMet Weather Station,OR,45.81944,-119.28333,185.01,US/Pacific,7/15/1993,,m,0,agrimet_map,,,agrimet,pnro,PN
huan,DRI - Hualapai Flat; Nevada Weather Station,NV,40.901111,-119.333056,1235.964,US/Pacific,10/12/2012,,m,0,agrimet_map,,,agrimet,dri,PN
ichi,INL - Richfield;  Idaho Weather Station,ID,43.0606,-114.134583,1328.3184,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
ifai,INL - Idaho Falls;  Idaho Weather Station,ID,43.504133,-112.050133,1435.3032,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
igri,INL - INTEC/Grid 3; Idaho,ID,43.5897,-112.730267,1606.627297,US/Mountain,,,ft,0,,,,agrimet,noaa,PN
imbo,Imbler; Oregon AgriMet Weather Station,OR,45.43333,-117.96666,838.2,US/Pacific,4/1/1994,,m,0,agrimet_map,,,agrimet,pnro,PN
isl,Island Park Dam and Reservoir; ID,ID,44.41893154,-111.3984276,6302,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
isli,Henrys Fork near Island Park; ID,ID,44.41639,-111.39472,6225,US/Mountain,00:00.0,13042500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
jck,Jackson Lake at Dam on Snake River near Moran; WY,WY,43.8575325,-110.5897446,6789,US/Mountain,00:00.0,13011000,ft,0,cma_google,,,reservoir,usgs/pnro,PN
jksy,Snake River below Flat Creek near Jackson; WY,WY,43.37207473,-110.7386719,5950,US/Mountain,00:00.0,13018750,ft,0,Bill_KML,,,stream,usgs/pnro,PN
kflo,Klamath Falls; Oregon AgriMet Weather Station,OR,42.16472,-121.755,1249.68,US/Pacific,3/30/1999,,m,0,agrimet_map,,,agrimet,pnro,PN
kflw,Kettle Falls; Washington AgriMet Weather Station,WA,48.595,-118.12416,408.43,US/Pacific,4/17/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
ktbi,Kettle Butte; Idaho Weather Station,ID,43.54861111,-112.3258333,1565,US/Mountain,10/15/1995,,m,0,agrimet_map,,,agrimet,noaa,PN
lako,Lakeview; Oregon AgriMet Weather Station,OR,42.12222,-120.52305,1453.9,US/Pacific,4/1/1988,,m,0,agrimet_map,,,agrimet,pnro,PN
