siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region
grandr,GRAND LAKE; CO (SCADA),CO,40.23667,-105.80305,,,,,,0,,,,reservoir,,GP
grar,GRAY REEF RESERVOIR; WY (SCADA),WY,42.56333,-106.69667,,,,,,0,,,,reservoir,,GP
graresco,LAKE GRANBY NEAR GRANBY; COLORADO,CO,40.18195,-105.87112,,,,,,0,,,,reservoir,ECAO,GP
graybackswe,GRAYBACK,CO,37.47,-106.5378,11620,US/Mountain,,,,0,,,,snotel,,UC
grdtchco,GRAND DITCH; CO,CO,40.41945,-105.86333,,,,,,0,,,,canal,,GP
grdvalco,GRAND VALLEY CANAL NR GRAND JUNCTION; CO,CO,39.09833,-108.35333,,,,,,0,,,,canal,,GP
greelcco,ELLIOT CK CANAL NR GREEN MOUNTAIN RESERVOIR; CO,CO,39.87444,-106.32916,,,,,,0,,,,diversion,,GP
greenmountainreservoir,GREEN MOUNTAIN RESERVOIR; CO,CO,39.5242,-106.1945,7950,US/Mountain,,,,0,,,,reservoir,,UC
greenriverabovefontenellelabarge,GREEN RIVER ABOVE FONTENELLE (LA BARGE),WY,42.1883,-110.1656,,US/Mountain,,,,0,,,,stream,,UC
greenriveratgreenriver,GREEN RIVER AT GREEN RIVER; UT,UT,38.9861,-110.1506,4040.18,US/Mountain,,,,0,,,,stream,,UC
greenriveratwarrenbridge,GREEN RIVER AT WARREN BRIDGE,WY,43.0189,-110.1175,7468.09,US/Mountain,,,,0,,,,stream,,UC
greenriverbelowfontenelledam,GREEN RIVER BELOW FONTENELLE DAM; WY,WY,42.0211,-110.0492,,US/Mountain,,,,0,,,,stream,,UC
greenriverneargreendale,GREEN RIVER NEAR GREENDALE; UT,UT,40.9083,-109.4222,,US/Mountain,,,,0,,,,stream,,UC
greenriverneargreenriver,GREEN RIVER NEAR GREEN RIVER; WY,WY,41.5164,-109.4483,,US/Mountain,,,,0,,,,stream,,UC
greenrivernearjensen,GREEN RIVER NEAR JENSEN; UTAH,UT,40.4094,-109.2347,,US/Mountain,,,,0,,,,stream,,UC
greenrivernearlinwood,GREEN RIVER NEAR LINWOOD; UT,UT,40.9667,-109.5778,5844.64,US/Mountain,,,,0,,,,stream,,UC
grei,Grace; Idaho AgriMet Weather Station,ID,42.51496,-111.73606,1661,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
greresco,GREEN MOUNTAIN RESERVOIR; SUMMIT COUNTY; CO,CO,39.87889,-106.31334,,,,,,0,,,,reservoir,ECAO,GP
grey,Greys River above Reservoir near Alpine; WY,WY,43.14296552,-110.9767506,5720,US/Mountain,00:00.0,13023000,ft,0,Bill_KML,,,stream,usgs/pnro,PN
grgm,GALLATIN RIVER NEAR GALLATIN GATEWAY; MT,MT,45.4975,-111.42,,,,,,0,,,,stream,,GP
grizlyco,GRIZZLY PEAK; CO,CO,39.65,-105.86667,11100,,,,,0,,,,snotel,,GP
grizzlypeakswe,GRIZZLY PEAK,CO,39.65,-105.8667,11100,US/Mountain,,,,0,,,,snotel,,UC
grl1nwco,GRAND LAKE 1NW; CO,CO,40.23667,-105.80305,,,,,,0,,,,reservoir,,GP
grmy,GREYBULL RIVER AT MEETEETSE; WYOMING,WY,44.15556,-108.87639,,,,,,0,,,,stream,,GP
grndivco,GRANITE DIVERSION/BYPASS; COLORADO (FROM IVNDIVCO),CO,39.2675,-106.55417,,,,,,0,,,,diversion,,GP
grosventresummitswe,GROS VENTRE SUMMIT,WY,43.3833,-110.1333,8775,US/Mountain,,,,0,,,,snotel,,UC
grs,Grassy Lake near Moran; WY,WY,44.12965909,-110.8193888,7135,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
grsw,GRAVE SPRINGS; WYOMING,WY,43.47028,-107.22556,8550,,,,,0,,,,snotel,,GP
grtu,Grantsville; Utah AgriMet Weather Station,UT,40.530544,-112.756527,1331,US/Mountain,3/10/2015,,m,0,agrimet_map,,,agrimet,pnro,PN
grvw,GROS VENTRE SUMMIT; WYOMING,WY,43.38334,-110.13333,8750,,,,,0,,,,snotel,,GP
grwy,NORTH PLATTE RIVER NR GLENROCK; WY,WY,42.83611,-105.75833,,,,,,0,,,,stream,,GP
guer,GUERNSEY RESERVOIR; WY (SCADA),WY,42.29,-104.76334,,,,,,0,,,,reservoir,,GP
gunnisonriveratdelta,GUNNISON RIVER AT DELTA; CO.,CO,38.7531,-108.0778,4910,US/Mountain,,,,0,,,,stream,,UC
gunnisonriverbelowgunnisontunnel,GUNNISON RIVER BELOW GUNNISON TUNNEL,CO,38.0586,-107.0606,,US/Mountain,,,,0,,,,stream,,UC
gunnisonriverbelowredlandsdiversion,GUNNISON RIVER BELOW REDLANDS DIVERSION,CO,39.0381,-108.5703,,US/Mountain,,,,0,,,,stream,,UC
gunnisonriverneargrandjunction,GUNNISON RIVER NEAR GRAND JUNCTION; CO,CO,38.9833,-108.45,4628.12,US/Mountain,,,,0,,,,stream,,UC
gunnisonriverneargunnison,GUNNISON RIVER NEAR GUNNISON; CO,CO,38.5419,-106.9492,7655,US/Mountain,,,,0,,,,stream,,UC
gunnisontunnel,GUNNISON TUNNEL,CO,38.52392,-107.64994,,US/Mountain,,,,0,,,,diversion,,UC
gunnisontunnelablateral,GUNNISON TUNNEL AB LATERAL,CO,38.485,-107.7492,6440,US/Mountain,,,,0,,,,canal,,UC
gunnisontunnelsouthcanal,GUNNISON TUNNEL SOUTH CANAL,CO,38.4836,-107.7556,6430,US/Mountain,,,,0,,,,canal,,UC
gunsightpassswe,GUNSIGHT PASS,WY,43.3833,-109.8667,9820,US/Mountain,,,,0,,,,snotel,,UC
guwy,GUERNSEY RESERVOIR; WYOMING,WY,42.28861,-104.7625,,,,,,0,,,,reservoir,WYAO,GP
gwwlc,CRIR Return Gardner Wasteway,AZ,34.0061,-114.4222,347.3,US/Mountain,,,,0,,,,canal,,LC
gwwy,WEATHER STATION; GUERNSEY DAM; WYOMING,WY,42.28861,-104.7625,4480,,,,,0,,,,weather,,GP
haldivco,HALFMOON CREEK BL HALFMOON DIV. NEAR LEADVILLE; CO,CO,39.18611,-106.38333,,,,,,0,,,,diversion,,GP
hami,INL - Hamer;  Idaho Weather Station,ID,44.007417,-112.238833,1476.1464,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
hamsforkswe,HAMS FORK,WY,42.15,-110.6833,7840,US/Mountain,,,,0,,,,snotel,,UC
hane,HIGHLINE CANAL ABOVE MINATARE DIVERSION; NEBRASKA,NE,41.93945,-103.48083,,,,,,0,,,,canal,,GP
hardscrabbleswe,HARDSCRABBLE,UT,40.868,-111.7194,7250,US/Mountain,,,,0,,,,snotel,,UC
harlemmt,HARLEM PUMP MAIN DIVERSION; MONTANA,MT,48.57167,-108.9986,,,,,,0,,,,canal,,GP
harrisflatswe,HARRIS FLAT,UT,37.4833,-112.5833,7800,US/Mountain,,,,0,,,,snotel,,UC
hartmandrawatcortez,HARTMAN DRAW AT CORTEZ; CO.,CO,37.3239,-108.6144,5900,US/Mountain,,,,0,,,,stream,,UC
haum,MISSOURI RIVER BELOW HAUSER DAM; MONTANA,MT,46.76722,-111.89083,,,,,,0,,,,stream,,GP
havasunationalwildliferefuge,Havasu National Wildlife Refuge,AZ,34.5,-114.58,,US/Mountain,,,,0,,,,diversion,,LC
haydenforkswe,HAYDEN FORK,UT,40.8,-110.8833,9100,US/Mountain,,,,0,,,,snotel,,UC
hbby,HOBBS PARK; WYOMING,WY,42.86666,-109.1,10100,,,,,0,,,,snotel,,GP
hbhm,HIGHWAY 384 BRIDGE AT HARDIN; MT,MT,45.73667,-107.57472,,,,,,0,,,,stream,,GP
hbne,HUGH BUTLER LAKE (RED WILLOW DAM); NEBRASKA,NE,40.3575,-100.66722,,,,,,0,,,,reservoir,NKAO,GP
hcht,HONDO CREEK AT STATE HIGHWAY 173 NEAR HONDO; TEXAS,TX,29.37611,-99.11667,,,,,,0,,,,stream,,GP
hcne,HARLAN COUNTY DAM; NEBRASKA,NE,40.06944,-99.20833,,,,,,0,,,,reservoir,NKAO,GP
hctt,HONDO CREEK NR TARPLEY; TEXAS,TX,29.56944,-99.24638,,,,,,0,,,,stream,,GP
hdco,HALE DITCH BELOW BONNY DAM; COLORAD0,CO,39.62083,-102.16944,,,,,,0,,,,canal,,GP
hdhm,HUNTLEY DIVERSIONS NEAR HUNTLEY; MT,MT,45.90417,-108.31694,,,,,,0,,,,canal,,GP
hdmlc,Lake Mead,NV,36.0153,-114.7378,,US/Pacific,,,,0,,,,reservoir,,LC
hdne,HIGHLINE CANAL; NEBRASKA,NE,41.99944,-103.63194,,,,,,0,,,,canal,,GP
hebr,HEBGEN LAKE NEAR WEST YELLOWSTONE; MONTANA,MT,44.86417,-111.33584,,,,,,0,,,,reservoir,MTAO,GP
heii,Snake River near Heise; ID,ID,43.61239853,-111.6598844,5015,US/Mountain,00:00.0,13037500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
hen,Henrys Lake Dam on Henrys Fork nr. Lake; ID,ID,44.597222,-111.353611,6457,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
heni,Henrys Fork near Lake; ID,ID,44.59521279,-111.3495995,6451,US/Mountain,00:00.0,13039500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
henresco,LAKE HENRY RESERVOIR; CO,CO,38.24833,-103.71333,,,,,,0,,,,reservoir,ECAO,GP
hermosacreeknearhermosa,HERMOSA CREEK NEAR HERMOSA; CO.,CO,37.4219,-107.8444,6705.88,US/Mountain,,,,0,,,,stream,,UC
hero,Hermiston; Oregon AgriMet Weather Station,OR,45.82111,-119.52138,167.64,US/Pacific,5/1/1983,,m,0,agrimet_map,,,agrimet,pnro,PN
heronreservoir,HERON RESERVOIR,NM,36.6853,-106.7007,7186,US/Mountain,,,,0,,,,reservoir,,UC
hewintaswe,HEWINTA,UT,40.95,-110.4833,9500,US/Mountain,,,,0,,,,snotel,,UC
hewy,NORTH PLATTE RIVER AT WYOMING-NEBRASKA STATE LINE,WY,41.99028,-104.04916,4021,,1/1/1990,,,0,,,,stream,BCANNON,GP
hfc930co,CHARLES HANSEN FEEDER CANAL; 930 SECTION; COLORADO,CO,40.39417,-105.21638,,,,,,0,,,,canal,,GP
hfcbbsco,HANSEN FEEDER CANAL FLOW NORTH; 550 SECTION; CO,CO,40.42222,-105.22583,,,,,,0,,,,canal,,GP
hfcfltco,CHARLES HANSEN FEEDER CANAL @ FLATIRON RES; COLORADO,CO,40.375,-105.23083,,,,,,0,,,,canal,,GP
hfcwasco,CHARLES HANSEN FEEDER CANAL WASTEWAY TO BIG THOMPSON,CO,40.41667,-105.22611,,,,,,0,,,,canal,,GP
hgh,HUNGRY HORSE RES NR HUNGRY HORSE; MT,MT,48.34111,-114.01334,,,,,,0,,,,reservoir,,GP
hghm,S.FK. FLATHEAD RVR NR COLUMBIA FALLS @ HUNGRY HORSE,MT,48.35667,-114.03667,,,,,,0,,,,reservoir,,GP
hhwy,HIGHLAND HANOVER CANAL; WYOMING,WY,43.93278,-107.96472,,,,,,0,,,,canal,,GP
hickersonparkswe,HICKERSON PARK,UT,40.9,-109.9667,9100,US/Mountain,,,,0,,,,snotel,,UC
hmmc,HALFMOON CREEK NEAR MALTA; COLORADO,CO,39.17222,-106.38861,,,,,,0,,,,stream,,GP
hmne,HIGHLINE CANAL BELOW DIVERSION; NEBRASKA,NE,41.94083,-103.39361,,,,,,0,,,,canal,,GP
hmwy,HIGHLAND MADDEN CANAL; WYOMING,WY,43.93306,-107.96388,,,,,,0,,,,canal,,GP
hnsw,HANSEN SAWMILL; WYOMING,WY,44.25,-106.98333,8360,,,,,0,,,,snotel,,GP
hntdivco,HUNTER CREEK DIVERSION/BYPASS; COLORADO,CO,39.20778,-106.67889,,,,,,0,,,,diversion,,GP
hntu,Huntington; Utah Weather Station,UT,39.307898,-110.97399,1754,US/Mountain,12/2/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
hogbackcanalflume,HOGBACK CANAL FLUME,NM,36.745,-108.5458,4997,US/Mountain,,,,0,,,,diversion,,UC
holeinrockswe,HOLE-IN-ROCK,UT,40.9167,-110.2,9150,US/Mountain,,,,0,,,,snotel,,UC
holm,MISSOURI RIVER BLW HOLTER DAM & CANYON FERRY DAM; MT,MT,46.99111,-112.00472,,,,,,0,,,,stream,,GP
homoutco,HOMESTAKE RESERVOIR; COLORADO (STATE DATA),CO,39.36833,-106.46249,,,,,,0,,,,reservoir,,GP
homtunco,HOMESTAKE TUNNEL; COLORADO,CO,39.28111,-106.44111,,,,,,0,,,,diversion,,GP
hoosierpassswe,HOOSIER PASS,CO,39.3667,-106.0667,11400,US/Mountain,,,,0,,,,snotel,,UC
hopewellswe,HOPEWELL,NM,36.7167,-106.2667,10000,US/Mountain,,,,0,,,,snotel,,UC
horseridgeswe,HORSE RIDGE,UT,41.3167,-111.45,8160,US/Mountain,,,,0,,,,snotel,,UC
hosierco,HOOSIER PASS; COLORADO,CO,39.36666,-106.05,11550,,,,,0,,,,snotel,,GP
hoxo,Hood River; Oregon AgriMet Weather Station,OR,45.68444,-121.51805,155.45,US/Pacific,5/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
hrfo,Hereford; Oregon AgriMet Weather Station,OR,44.48805,-118.02,1097.28,US/Pacific,4/28/1998,,m,0,agrimet_map,,,agrimet,pnro,PN
hrhw,Harrah; Washington AgriMet Weather Station,WA,46.38472,-120.57444,259.08,US/Pacific,5/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
hrlc,Headgate Rock - CRIR Canal,AZ,34.1681,-114.2764,364.4,US/Mountain,,,,0,,,,canal,,LC
hrlm,HARLEM MONTANA WEATHER STATION,MT,48.54333,-108.83472,2358,,,,,0,,,,agrimet,,GP
hrmo,Hermiston R & E Center; Oregon AgriMet Weather Station,OR,45.81944,-119.28333,185.01,US/Pacific,7/15/1993,,m,0,agrimet_map,,,agrimet,pnro,PN
hscm,HARLEM SECONDARY CANAL; MT,MT,48.48944,-108.77167,,,,,,0,,,,canal,,GP
hsne,HARRY STRUNK LAKE (MEDICINE CREEK DAM); NEBRASKA,NE,40.37889,-100.21778,,,,,,0,,,,reservoir,NKAO,GP
htoothr,HORSETOOTH RESERVOIR NEAR FORT COLLINS; CO,CO,40.59944,-105.17111,,,,,,0,,,,reservoir,ECAO,GP
huan,DRI - Hualapai Flat; Nevada Weather Station,NV,40.901111,-119.333056,1235.964,US/Pacific,10/12/2012,,m,0,agrimet_map,,,agrimet,dri,PN
huntasco,HUNTER CREEK NR ASPEN; CO,CO,39.20583,-106.79694,,,,,,0,,,,stream,,GP
hunterwashatbistitradingpost,HUNTER WASH AT BISTI TRADING POST; NM,NM,36.2769,-108.2533,5770,US/Mountain,,,,0,,,,stream,,UC
huntingtonnorth,HUNTINGTON NORTH RESERVOIR,UT,39.23,-111.05,5838,US/Mountain,,,,0,,,,reservoir,,UC
hvmt,HELENA VALLEY MONTANA WEATHER STATION  4N,MT,46.67917,-111.98333,3673,,,,,0,,,,agrimet,,GP
hvr,HELENA VALLEY IRRIGATION & MUNICIPAL SUPPLY,MT,46.63806,-111.88223,,,,,,0,,,,reservoir,MTAO,GP
hwwy,HIGHLAND WEST CANAL; WYOMING,WY,43.92361,-108.00389,,,,,,0,,,,canal,,GP
hxwy,HIGHLAND EAST CANAL; WYOMING,WY,43.93084,-107.96944,,,,,,0,,,,canal,,GP
hyrum,HYRUM RESERVOIR,UT,41.373,-111.152,4672,US/Mountain,,,,0,,,,reservoir,,UC
ichi,INL - Richfield;  Idaho Weather Station,ID,43.0606,-114.134583,1328.3184,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
icwy,INTERSTATE CANAL AT MILE POST 1.0; WYOMING,WY,42.24306,-104.6125,,,,,,0,,,,canal,,GP
idaradoswe,IDARADO,CO,37.9333,-107.6667,9800,US/Mountain,,,,0,,,,snotel,,UC
ifai,INL - Idaho Falls;  Idaho Weather Station,ID,43.504133,-112.050133,1435.3032,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN
igri,INL - INTEC/Grid 3; Idaho,ID,43.5897,-112.730267,1606.627297,US/Mountain,,,ft,0,,,,agrimet,noaa,PN
ihco,IVANHOE; COLORADO,CO,39.25555,-106.48306,12105,,,,,0,,,,snotel,,GP
iidpluscoachella,Imperial Irrigation District + Coachella Valley Water District,CA,32.87,-114.48,180.88,US/Pacific,,,,0,,,,diversion,,LC
ilah,LUGERT DIKE; ALTUS; OKLAHOMA,OK,34.89111,-99.28139,,,,,,0,,,,reservoir,,GP
illranco,ILLINOIS RIVER NEAR RAND; CO,CO,40.7175,-107.06667,,,,,,0,,,,stream,,GP
imbo,Imbler; Oregon AgriMet Weather Station,OR,45.43333,-117.96666,838.2,US/Pacific,4/1/1994,,m,0,agrimet_map,,,agrimet,pnro,PN
imperialirrigationdistrict,Imperial Irrigation District,CA,32.87,-114.48,180.88,US/Pacific,,,,0,,,,diversion,,LC
imperialnationalwildliferefuge,Imperial National Wildlife Refuge,AZ,33,-114.4,,US/Mountain,,,,0,,,,diversion,,LC
imperialreservoir,Imperial Reservoir,AZ,32.8836,-114.4667,180.88,US/Mountain,,,,0,,,,reservoir,,LC
imperialreservoirofficialcompletesalinitysite,Imperial Reservoir -- Official Complete Salinity Site,AZ,32.8836,-114.4667,180.88,US/Mountain,,,,0,,,,reservoir,,YAO
imperialreservoiryao,Imperial Reservoir - YAO use,AZ,32.8836,-114.4667,180.88,US/Mountain,,,,0,,,,reservoir,,YAO
independencepassswe,INDEPENDENCE PASS,CO,39.0667,-106.6167,10600,US/Mountain,,,,0,,,,snotel,,UC
indiancanyonswe,INDIAN CANYON,UT,39.9,-110.75,9100,US/Mountain,,,,0,,,,snotel,,UC
indiancreekswe,INDIAN CREEK,WY,42.3,-110.6833,9425,US/Mountain,,,,0,,,,snotel,,UC
isl,Island Park Dam and Reservoir; ID,ID,44.41893154,-111.3984276,6302,US/Mountain,00:00.0,,ft,0,cma_google,,,reservoir,pnro,PN
isli,Henrys Fork near Island Park; ID,ID,44.41639,-111.39472,6225,US/Mountain,00:00.0,13042500,ft,0,Bill_KML,,,stream,usgs/pnro,PN
ispi,ISLAND PARK; IDAHO,ID,44.41945,-111.37056,6290,,,,,0,,,,snotel,,GP
ivanhoeswe,IVANHOE,CO,39.2833,-106.55,10400,US/Mountain,,,,0,,,,snotel,,UC
ivndivco,IVANHOE CREEK DIVERSION/BYPASS; COLORADO,CO,39.2875,-106.55889,,,,,,0,,,,diversion,,GP
jacksongulch,JACKSON GULCH RESERVOIR,CO,37.3987,-108.2744,7840,US/Mountain,,,,0,,,,reservoir,,UC
jamr,JAMESTOWN RESERVOIR; NORTH DAKOTA,ND,46.93056,-98.70638,,,,,,0,,,,reservoir,DKAO,GP
jck,Jackson Lake at Dam on Snake River near Moran; WY,WY,43.8575325,-110.5897446,6789,US/Mountain,00:00.0,13011000,ft,0,cma_google,,,reservoir,usgs/pnro,PN
jcr,Judge Francis Carr Powerplant,CA,40.647,-122.626,1238,US/Pacific,,,,0,,,,powerplant,,MP
jemezcanyonreservoir,JEMEZ CANYON RESERVOIR,NM,35.3886,-106.5439,,US/Mountain,,,,0,,,,reservoir,,UC
jhny,JOHNSTOWN DITCH AT HEADWORKS; NEAR KINNEAR; WY,WY,43.15083,-108.72833,,,,,,0,,,,canal,,GP
jksy,Snake River below Flat Creek near Jackson; WY,WY,43.37207473,-110.7386719,5950,US/Mountain,00:00.0,13018750,ft,0,Bill_KML,,,stream,usgs/pnro,PN
jmrcadco,JOHN MARTIN RESERVOIR AT CADDOA; COLORADO,CO,38.06805,-102.93694,,,,,,0,,,,reservoir,ECAO,GP
joesvalley,JOES VALLEY RESERVOIR,UT,39.1626,-111.1554,6989.7,US/Mountain,,,,0,,,,reservoir,,UC
jordanelle,JORDANELLE RESERVOIR,UT,40.36,-111.253,6130,US/Mountain,,,,0,,,,reservoir,,UC
jrmt,JEFFERSON RIVER NEAR TWIN BRIDGES; MT,MT,45.61666,-112.31667,,,,,,0,,,,stream,,GP
junctioncreekneardurango,JUNCTION CREEK NEAR DURANGO; CO.,CO,37.3342,-107.9089,7045.65,US/Mountain,,,,0,,,,stream,,UC
jvwm,JEFFERSON RVR VALLEY WEATHER STA. NR WHITEHALL; MT,MT,45.79778,-112.16528,4415,,,,,0,,,,agrimet,,GP
jwrc,JOE WRIGHT; COLORADO,CO,40.51667,-105.85,10120,,,,,0,,,,snotel,,GP
kawy,BIGHORN RIVER AT KANE; WY,WY,44.84361,-108.20222,,,,,,0,,,,stream,,GP
kcwy,KIRBY CANAL; WYOMING,WY,43.68,-108.1825,,,,,,0,,,,canal,,GP
kdne,KENT DIVERSION; NEBRASKA,NE,41.7625,-99.25,,,,,,0,,,,diversion,,GP
kdwy,KATZER DRAIN; WYOMING,WY,41.97917,-104.07083,,,,,,0,,,,stream,,GP
kelleyrsswe,KELLEY R.S.,WY,42.25,-110.8,8180,US/Mountain,,,,0,,,,snotel,,UC
kendallrsswe,KENDALL R.S.,WY,43.25,-110.0167,7740,US/Mountain,,,,0,,,,snotel,,UC
kes,Keswick Dam; Reservoir; And Powerplant,CA,40.601,-122.443,596,US/Pacific,,,,0,,,,reservoir,,MP
keyr,KEYHOLE RESERVOIR; WYOMING,WY,44.38194,-104.77917,,,,,,0,,,,reservoir,DKAO,GP
kflo,Klamath Falls; Oregon AgriMet Weather Station,OR,42.16472,-121.755,1249.68,US/Pacific,3/30/1999,,m,0,agrimet_map,,,agrimet,pnro,PN
kflw,Kettle Falls; Washington AgriMet Weather Station,WA,48.595,-118.12416,408.43,US/Pacific,4/17/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
kilnswe,KILN,CO,39.3,-106.6167,9600,US/Mountain,,,,0,,,,snotel,,UC
kimberlymineswe,KIMBERLY MINE,UT,38.4833,-112.3833,9300,US/Mountain,,,,0,,,,snotel,,UC
kimmenioilwashnrcrownpoint,KIM-ME-NI-OIL WASH NR CROWNPOINT; N.M,NM,35.8486,-108.06,6300,US/Mountain,,,,0,,,,stream,,UC
kimmenioilwashnrlakevalley,KIM-ME-NI-OIL WASH NR LAKE VALLEY; N.M.,NM,35.9792,-108.1375,6060,US/Mountain,,,,0,,,,stream,,UC
kingscabinswe,KING'S CABIN,UT,40.7167,-109.55,8730,US/Mountain,,,,0,,,,snotel,,UC
klnc,KILN; COLORADO,CO,39.31667,-106.61667,9600,,,,,0,,,,snotel,,GP
korr,KORTES RESERVOIR; WY (SCADA),WY,42.18,-106.88499,,,,,,0,,,,reservoir,WYAO,GP
kowy,N PLATTE RIVER BELOW KORTES DAM; WYOMING,WY,42.17833,-106.87583,,,,,,0,,,,stream,,GP
krww,KIRWIN; WYOMING,WY,43.86666,-107.31667,9550,,,,,0,,,,snotel,,GP
ksks,KEITH SEBELIUS LAKE (NORTON DAM); KANSAS,KS,39.8075,-99.93417,,,,,,0,,,,reservoir,NKAO,GP
ktbi,Kettle Butte; Idaho Weather Station,ID,43.54861111,-112.3258333,1565,US/Mountain,10/15/1995,,m,0,agrimet_map,,,agrimet,noaa,PN
kwks,KIRWIN RESERVOIR AT KIRWIN; KANSAS,KS,39.66361,-99.12473,,,,,,0,,,,reservoir,NKAO,GP
lakatlco,LAKE CREEK ABOVE TWIN LAKES; CO,CO,39.06305,-106.40723,,,,,,0,,,,stream,,GP
lakbtlco,LAKE CREEK BELOW TWIN LAKES; COLORADO,CO,39.07611,-106.30972,,,,,,0,,,,stream,,GP
lakefork1swe,LAKEFORK #1,UT,40.6,-110.4333,10100,US/Mountain,,,,0,,,,snotel,,UC
lakeforkatgateview,LAKE FORK AT GATEVIEW; CO,CO,38.2989,-107.2294,7827.66,US/Mountain,,,,0,,,,stream,,UC
lakeforkbasinswe,LAKEFORK BASIN,UT,40.75,-110.6167,10900,US/Mountain,,,,0,,,,snotel,,UC
lakehavasucityirrigationanddrainage,Lake Havasu City - Irrigation and Drainage,AZ,34.2,-114.3,,US/Mountain,,,,0,,,,diversion,,LC
lakeireneswe,LAKE IRENE,CO,40.4167,-105.8167,10700,US/Mountain,,,,0,,,,snotel,,UC
lakenighthorse,LAKE NIGHTHORSE,CO,37.2239,-107.9169,,US/Mountain,,,,0,,,,reservoir,,UC
lakepowell,LAKE POWELL,AZ,36.5621,-111.2852,3700,US/Mountain,,,,0,,,,reservoir,,UC
lakepowellplant,GLEN CANYON DAM POWER PLANT,AZ,36.936576,-111.483712,,US/Mountain,,,,0,,,,powerplant,,UC
lako,Lakeview; Oregon AgriMet Weather Station,OR,42.12222,-120.52305,1453.9,US/Pacific,4/1/1988,,m,0,agrimet_map,,,agrimet,pnro,PN
laku,UCC - Laketown ; Utah Weather Station,UT,41.8379,-111.3343833,1816.3032,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
lane,LITTLE LAKE ALICE RESERVOIR EL-OUTFLOW; NEBRASKA,NE,41.9625,-103.57222,,,,,,0,,,,reservoir,WYAO,GP
laplatariveratcoloradonewmexicostateline,LA PLATA RIVER AT COLORADO-NEW MEXICO STATE LINE,CO,36.9997,-108.1881,5972.03,US/Mountain,,,,0,,,,stream,,UC
laplatariverathesperus,LA PLATA RIVER AT HESPERUS; COLORADO,CO,37.2897,-108.04,8104.71,US/Mountain,,,,0,,,,stream,,UC
laplatarivernearfarmington,LA PLATA RIVER NEAR FARMINGTON; NM,NM,36.7397,-108.2475,5215,US/Mountain,,,,0,,,,stream,,UC
laplatarivertribnrfarmington,LA PLATA RIVER TRIB NR FARMINGTON; N MEX,NM,36.7861,-108.2253,5375,US/Mountain,,,,0,,,,stream,,UC
lasalmountainswe,LASAL MOUNTAIN,UT,38.4833,-109.2667,9850,US/Mountain,,,,0,,,,snotel,,UC
lasvegasvalleywaterdistrict,Las Vegas Valley Water District,NV,36.05,-114.8,,US/Pacific,,,,0,,,,diversion,,LC
lasvegaswashbouldercity,Las Vegas Wash (Boulder City),NV,36.1,-114.94,,US/Pacific,,,,0,,,,canal,,LC
lasvegaswashpabcordhenderson,Las Vegas Wash (Pabco Rd - Henderson),NV,35.0903,-115.0086,1540,US/Pacific,,,,0,,,,canal,,LC
lbhm,LITTLE BIGHORN RIVER NEAR HARDIN; MT,MT,45.73583,-107.55667,,,,,,0,,,,stream,,GP
lbrw,Lake Bryan - Rice Bar; Washington AgriMet Weather Station,WA,46.6975,-117.65416,192.02,US/Pacific,4/19/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
lbsm,LITTLE BIGHORN RIVER @STATE LINE NR WYOLA; MT,MT,45.00694,-107.61444,,,,,,0,,,,stream,,GP
lcbm,LODGE CREEK BELOW MCRAE CR @ INTERNATIONAL BOUNDARY,MT,49.00528,-109.71722,,,,,,0,,,,stream,,GP
lccy,LE CLAIR DIVERSION CANAL; WYOMING,WY,43.10583,-108.55611,,,,,,0,,,,canal,,GP
lckm,LICK CREEK; MONTANA,MT,45.5,-110.96667,6860,,,,,0,,,,snotel,,GP
lcks,LOWER COURTLAND CANAL; MILE 38.0; KANSAS,KS,39.88389,-98.02528,,,,,,0,,,,canal,,GP
lckw,LARSEN CREEK; WYOMING,WY,42.58333,-109.00139,9000,,,,,0,,,,snotel,,GP
lcwspwellsatallamericancanal,LCWSP -- All American Canal Return Wells,CA,32.7407,-114.8867,173,US/Pacific,,,,0,,,,canal,,YAO
ldne,LAKE ALICE DAM - 1.5 DRAIN; NE,NE,41.9875,-103.62334,,,,,,0,,,,canal,,GP
legw,Legrow; Washington AgriMet Weather Station,WA,46.20527,-118.93611,176.78,US/Pacific,7/1/1986,,m,0,agrimet_map,,,agrimet,pnro,PN
